query,normalized_query,variants,clicks,demand,competitiveness,competitiveness_set,sources,source_sheets,bucket,page_slug,page_name,page_type,priority,signals,notes
менимен личный кабинет войти,менимен личный кабинет войти,менимен личный кабинет войти,51,69,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
не могу оплатить микрозайм что делать,не могу оплатить микрозайм что делать,не могу оплатить микрозайм что делать,51,55,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,account,,,,exclude,"microloan;loan","Навигационный/сервисный запрос, не посадочная коммерческая страница."
получить микрокредит онлайн на карту microcreditor,получить микрокредит онлайн на карту microcreditor,получить микрокредит онлайн на карту microcreditor,51,52,LOW,LOW,microcredit,microcredit:Queries,noise,,,,exclude,"online;onCard;microcredit","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
взять микрокредит без отказов micro-zaim-online,взять микрокредит без отказов micro-zaim-online,взять микрокредит без отказов micro-zaim-online,51,36,LOW,LOW,microcredit,microcredit:Queries,page,/zaimy/bez-otkaza/,Займы без отказа,commercial,high,"online;noRefusal;microcredit",Формулировку использовать аккуратно.
как взять микрозайм с плохой кредитной историей на карту моментально без отказа без проверки,как взять микрозайм с плохой кредитной историей на карту моментально без отказа без проверки,как взять микрозайм с плохой кредитной историей на карту моментально без отказа без проверки,51,25,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,informational,,,,separate,"onCard;noRefusal;badCredit;instant;noChecks;microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
микрокредит онлайн быстро,микрокредит онлайн быстро,микрокредит онлайн быстро,50,85,LOW,LOW,microcredit,microcredit:Queries,page,/zaimy/srochno/,Срочные займы,commercial,high,"online;instant;microcredit",
где можно взять срочно безотказный онлайн микрокредит когда есть микрозайм,где можно взять срочно безотказный онлайн микрокредит когда есть микрозайм,где можно взять срочно безотказный онлайн микрокредит когда есть микрозайм,50,81,AVERAGE,AVERAGE,microcredit,microcredit:Queries,page,/zaimy/bez-otkaza/,Займы без отказа,commercial,high,"online;noRefusal;instant;microcredit;microloan;loan",Формулировку использовать аккуратно.
взять займ на карту без проверок и отказа,взять займ на карту без проверок и отказа,взять займ на карту без проверок и отказа,50,80,LOW,LOW,microzaim,microzaim:AdditionalQueries,page,/zaimy/na-kartu-bez-proverok/,Займы на карту без проверок,commercial:compound,medium,"onCard;noChecks;loan","Нужна осторожная формулировка, без обещаний."
микрокредит турбозайм,микрокредит турбозайм,микрокредит турбозайм,50,70,HIGH,HIGH,microcredit,microcredit:Queries,brand,,,,separate,"microcredit;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
взять микрокредит без отказов без отказа eurocredit ru,взять микрокредит без отказов без отказа eurocredit ru,взять микрокредит без отказов без отказа eurocredit ru,50,58,LOW,LOW,microcredit,microcredit:Queries,page,/zaimy/bez-otkaza/,Займы без отказа,commercial,high,"noRefusal;microcredit",Формулировку использовать аккуратно.
как обнулить микрозаймы,как обнулить микрозаймы,как обнулить микрозаймы,50,56,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,informational,,,,separate,"microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
касширо,касширо,касширо,50,53,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
микрокредиты soberano,микрокредиты soberano,микрокредиты soberano,50,38,AVERAGE,AVERAGE,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит на карту срочно без отказа micro-zaim-online,микрокредит на карту срочно без отказа micro-zaim-online,микрокредит на карту срочно без отказа micro-zaim-online,50,32,LOW,LOW,microcredit,microcredit:Queries,page,/zaimy/na-kartu-bez-otkaza/,Займы на карту без отказа,commercial:compound,high,"online;onCard;noRefusal;instant;microcredit",Формулировку 'без отказа' использовать аккуратно.
где взять займ без карты,где взять займ без карты,где взять займ без карты,50,27,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,page,/zaimy/bez-karty/,Займы без карты,commercial,medium,"onCard;noCard;loan",
микрокредит по паспорту без справок,микрокредит по паспорту без справок,микрокредит по паспорту без справок,50,26,LOW,LOW,microcredit,microcredit:Queries,page,/zaimy/po-pasportu/,Займы по паспорту,commercial,medium,"noDocs;passport;microcredit",
микрокредит без поручителей,микрокредит без поручителей,микрокредит без поручителей,50,24,AVERAGE,AVERAGE,microcredit,microcredit:Queries,page,/mikrokredity/,Микрокредиты,commercial:review,medium,microcredit,Проверить: делать отдельной страницей или алиасом к займам/микрозаймам.
взять займ без подтверждения карты и личности,взять займ без подтверждения карты и личности,взять займ без подтверждения карты и личности,50,23,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,page,/zaimy/na-kartu/,Займы на карту,commercial,high,"onCard;loan",
взять займ до 200000 тысяч,взять займ до 200000 тысяч,взять займ до 200000 тысяч,50,23,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,page,/zaimy/,Займы и микрозаймы,commercial,high,loan,
микрозаймы в узбекистане для физических лиц,микрозаймы в узбекистане для физических лиц,микрозаймы в узбекистане для физических лиц,49,127,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,page,/zaimy/,Займы и микрозаймы,commercial,high,"microloan;loan",
взять займ без отказа быстро на карту,взять займ без отказа быстро на карту,взять займ без отказа быстро на карту,49,86,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,page,/zaimy/na-kartu-bez-otkaza/,Займы на карту без отказа,commercial:compound,high,"onCard;noRefusal;instant;loan",Формулировку 'без отказа' использовать аккуратно.
микрокредит онлайн еврокредит ру,микрокредит онлайн еврокредит ру,микрокредит онлайн еврокредит ру,49,79,LOW,LOW,microcredit,microcredit:Queries,page,/zaimy/online/,Займы онлайн,commercial,high,"online;microcredit",
займ без процентов быстро,займ без процентов быстро,займ без процентов быстро,49,78,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,page,/zaimy/bez-procentov/,Займы без процентов,commercial,high,"noInterest;instant;loan",
фредом кредит,фредом кредит,фредом кредит,49,78,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
бюджет мкк,бюджет мкк,бюджет мкк,49,76,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,page,/zaimy/,Займы и микрозаймы,commercial,high,mfo,
займы без фото паспорта на карту без отказа,займы без фото паспорта на карту без отказа,займы без фото паспорта на карту без отказа,49,76,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,page,/zaimy/na-kartu-bez-otkaza/,Займы на карту без отказа,commercial:compound,high,"onCard;noRefusal;noDocs;passport;noPhoto;loan",Формулировку 'без отказа' использовать аккуратно.
altyncoin микрокредит,altyncoin микрокредит,altyncoin микрокредит,49,60,LOW,LOW,microcredit,microcredit:Queries,page,/mikrokredity/,Микрокредиты,commercial:review,medium,microcredit,Проверить: делать отдельной страницей или алиасом к займам/микрозаймам.
мфо партнерка,мфо партнерка,мфо партнерка,49,54,LOW,LOW,microcredit,microcredit:AdditionalQueries,informational,,,,separate,mfo,Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
рефинансирование микрозаймов в мфо,рефинансирование микрозаймов в мфо,рефинансирование микрозаймов в мфо,49,53,HIGH,HIGH,zaim,zaim:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;mfo;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
займ госуслуги без отказа,займ госуслуги без отказа,займ госуслуги без отказа,49,48,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,page,/zaimy/cherez-gosuslugi/,Займы через Госуслуги,commercial,medium,"noRefusal;gosuslugi;loan",
как получить займ с плохой кредитной историей без отказа на карту и просрочками без отказа срочно,как получить займ с плохой кредитной историей без отказа на карту и просрочками без отказа срочно,как получить займ с плохой кредитной историей без отказа на карту и просрочками без отказа срочно,49,45,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,informational,,,,separate,"onCard;noRefusal;badCredit;instant;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как взять займ через госуслуги на карту,как взять займ через госуслуги на карту,как взять займ через госуслуги на карту,49,41,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,informational,,,,separate,"onCard;gosuslugi;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
микрокредит онлайн на карту до миллиона,микрокредит онлайн на карту до миллиона,микрокредит онлайн на карту до миллиона,49,22,AVERAGE,AVERAGE,microcredit,microcredit:Queries,page,/zaimy/na-kartu/,Займы на карту,commercial,high,"online;onCard;microcredit",
микрокредит до 500000,микрокредит до 500000,микрокредит до 500000,49,21,AVERAGE,AVERAGE,microcredit,microcredit:Queries,page,/zaimy/5000-rubley/,Займы 5000 рублей,commercial:amount,low,"microcredit;amount:5000",
микрокредит без отказа срочно,микрокредит без отказа срочно,микрокредит без отказа срочно,48,158,AVERAGE,AVERAGE,microcredit,microcredit:Queries,page,/zaimy/bez-otkaza/,Займы без отказа,commercial,high,"noRefusal;instant;microcredit",Формулировку использовать аккуратно.
деньги в займ онлайн на карту,деньги в займ онлайн на карту,деньги в займ онлайн на карту,48,95,LOW,LOW,microzaim,microzaim:AdditionalQueries,page,/zaimy/na-kartu/,Займы на карту,commercial,high,"online;onCard;loan",
кредит под залог машины онлайн,кредит под залог машины онлайн,кредит под залог машины онлайн,48,90,HIGH,HIGH,"microcredit;zaim","microcredit:AdditionalQueries;zaim:AdditionalQueries",page,/zaimy/pod-zalog-avto/,Займы под залог автомобиля,commercial,medium,"online;collateralAuto",
онлайн микрокредит еврокредит ру,онлайн микрокредит еврокредит ру,онлайн микрокредит еврокредит ру,48,79,LOW,LOW,microcredit,microcredit:Queries,page,/zaimy/online/,Займы онлайн,commercial,high,"online;microcredit",
займ на карту онлайн новые,займ на карту онлайн новые,займ на карту онлайн новые,48,75,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,page,/zaimy/novye/,Новые займы,commercial,medium,"online;onCard;newLoans;loan",
svoiludi,svoiludi,svoiludi,48,60,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
деньги под залог птс на карту онлайн,деньги под залог птс на карту онлайн,деньги под залог птс на карту онлайн,48,55,HIGH,HIGH,zaim,zaim:AdditionalQueries,page,/zaimy/pod-zalog-pts/,Займы под залог ПТС,commercial,medium,"online;onCard;collateralPts",
займ прямо сейчас на карту онлайн,займ прямо сейчас на карту онлайн,займ прямо сейчас на карту онлайн,48,51,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,page,/zaimy/na-kartu/,Займы на карту,commercial,high,"online;onCard;loan",
микрокредит казахстан онлайн,микрокредит казахстан онлайн,микрокредит казахстан онлайн,48,49,LOW,LOW,microcredit,microcredit:Queries,page,/zaimy/online/,Займы онлайн,commercial,high,"online;microcredit",
займы в интернете онлайн,займы в интернете онлайн,займы в интернете онлайн,48,43,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,page,/zaimy/online/,Займы онлайн,commercial,high,"online;loan",
смотреть микрокредиты до 1000000,смотреть микрокредиты до 1000000,смотреть микрокредиты до 1000000,48,22,AVERAGE,AVERAGE,microcredit,microcredit:Queries,page,/zaimy/1000-rubley/,Займы 1000 рублей,commercial:amount,low,"microcredit;amount:1000",
взять займ без отказа на карту срочно онлайн,взять займ без отказа на карту срочно онлайн,взять займ без отказа на карту срочно онлайн,47,88,LOW,LOW,microzaim,microzaim:AdditionalQueries,page,/zaimy/na-kartu-bez-otkaza/,Займы на карту без отказа,commercial:compound,high,"online;onCard;noRefusal;instant;loan",Формулировку 'без отказа' использовать аккуратно.
без отказа взять займ на карту срочно,без отказа взять займ на карту срочно,без отказа взять займ на карту срочно,47,82,LOW,LOW,microcredit,microcredit:AdditionalQueries,page,/zaimy/na-kartu-bez-otkaza/,Займы на карту без отказа,commercial:compound,high,"onCard;noRefusal;instant;loan",Формулировку 'без отказа' использовать аккуратно.
микрокредит онлайн заявка,микрокредит онлайн заявка,микрокредит онлайн заявка,47,74,AVERAGE,AVERAGE,microcredit,microcredit:Queries,page,/zaimy/online/,Займы онлайн,commercial,high,"online;microcredit",
взять микрокредит на карту через интернет не выходя из дома вебзайм,взять микрокредит на карту через интернет не выходя из дома вебзайм,взять микрокредит на карту через интернет не выходя из дома вебзайм,47,62,AVERAGE,AVERAGE,microcredit,microcredit:Queries,brand,,,,separate,"onCard;microcredit;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
взять микрокредит без отказов без отказа eurocredit,взять микрокредит без отказов без отказа eurocredit,взять микрокредит без отказов без отказа eurocredit,47,60,LOW,LOW,microcredit,microcredit:Queries,page,/zaimy/bez-otkaza/,Займы без отказа,commercial,high,"noRefusal;microcredit",Формулировку использовать аккуратно.
списание долгов мфо без банкротства,списание долгов мфо без банкротства,списание долгов мфо без банкротства,47,52,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,informational,,,,separate,mfo,Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
где можно взять деньги под материнский капитал,где можно взять деньги под материнский капитал,где можно взять деньги под материнский капитал,47,51,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
взять микрокредит онлайн в москве choosingbestloan,взять микрокредит онлайн в москве choosingbestloan,взять микрокредит онлайн в москве choosingbestloan,47,49,LOW,LOW,microcredit,microcredit:Queries,noise,,,,exclude,"online;microcredit;city:moskva","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займы на карту пенсионерам до 80 лет,займы на карту пенсионерам до 80 лет,займы на карту пенсионерам до 80 лет,47,45,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,page,/zaimy/pensioneram/,Займы пенсионерам,commercial,medium,"onCard;loan;audience:pensioners",
микрокредит телефон,микрокредит телефон,микрокредит телефон,47,45,AVERAGE,AVERAGE,microcredit,microcredit:Queries,page,/mikrokredity/,Микрокредиты,commercial:review,medium,microcredit,Проверить: делать отдельной страницей или алиасом к займам/микрозаймам.
микрокредит бишкек онлайн,микрокредит бишкек онлайн,микрокредит бишкек онлайн,47,24,LOW,LOW,microcredit,microcredit:Queries,page,/zaimy/online/,Займы онлайн,commercial,high,"online;microcredit",
занять займ,занять займ,занять займ,46,70,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,page,/zaimy/,Займы и микрозаймы,commercial,high,loan,
деньги клик кз,деньги клик кз,деньги клик кз,46,61,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
мфо без фото с паспортом,мфо без фото с паспортом,мфо без фото с паспортом,46,59,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,page,/zaimy/po-pasportu/,Займы по паспорту,commercial,medium,"noDocs;passport;noPhoto;mfo",
онлайн займ без,онлайн займ без,онлайн займ без,46,56,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,page,/zaimy/online/,Займы онлайн,commercial,high,"online;loan",
рефинансирование долгов в мфо с просрочкой,рефинансирование долгов в мфо с просрочкой,рефинансирование долгов в мфо с просрочкой,46,48,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"badCredit;instant;refinance;mfo","Спорный, но отдельный спрос. Нужна продуктовая проверка."
микрокредит онлайн по паспорту,микрокредит онлайн по паспорту,микрокредит онлайн по паспорту,46,34,AVERAGE,AVERAGE,microcredit,microcredit:Queries,page,/zaimy/po-pasportu/,Займы по паспорту,commercial,medium,"online;noDocs;passport;microcredit",
микрокредит срочно без отказа micro-zaim-online,микрокредит срочно без отказа micro-zaim-online,микрокредит срочно без отказа micro-zaim-online,46,31,LOW,LOW,microcredit,microcredit:Queries,page,/zaimy/bez-otkaza/,Займы без отказа,commercial,high,"online;noRefusal;instant;microcredit",Формулировку использовать аккуратно.
займ онлайн на телефон срочно,займ онлайн на телефон срочно,займ онлайн на телефон срочно,46,26,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,page,/zaimy/srochno/,Срочные займы,commercial,high,"online;instant;loan",
микрокредит без отказа micro-zaim,микрокредит без отказа micro-zaim,микрокредит без отказа micro-zaim,46,22,LOW,LOW,microcredit,microcredit:Queries,page,/zaimy/bez-otkaza/,Займы без отказа,commercial,high,"noRefusal;microcredit",Формулировку использовать аккуратно.
микрокредит 500 тыс,микрокредит 500 тыс,микрокредит 500 тыс,46,20,AVERAGE,AVERAGE,microcredit,microcredit:Queries,page,/mikrokredity/,Микрокредиты,commercial:review,medium,microcredit,Проверить: делать отдельной страницей или алиасом к займам/микрозаймам.
денгиклик,денгиклик,денгиклик,45,67,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
да зарплаты,да зарплаты,да зарплаты,45,60,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
микрокредит без отказа казахстан,микрокредит без отказа казахстан,микрокредит без отказа казахстан,45,59,LOW,LOW,microcredit,microcredit:Queries,page,/zaimy/bez-otkaza/,Займы без отказа,commercial,high,"noRefusal;microcredit",Формулировку использовать аккуратно.
dengi srazy,dengi srazy,dengi srazy,45,58,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
займ на карту онлайн оформить,займ на карту онлайн оформить,займ на карту онлайн оформить,45,57,LOW,LOW,microzaim,microzaim:AdditionalQueries,page,/zaimy/na-kartu/,Займы на карту,commercial,high,"online;onCard;loan",
быстрозайм на карту без процентов,быстрозайм на карту без процентов,быстрозайм на карту без процентов,45,53,LOW,LOW,zaim,zaim:AdditionalQueries,page,/zaimy/na-kartu-bez-procentov/,Займы на карту без процентов,commercial:compound,high,"onCard;noInterest;instant;loan",
взять деньги без процентов на карту онлайн,взять деньги без процентов на карту онлайн,взять деньги без процентов на карту онлайн,45,52,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,"online;onCard;noInterest",Неочевидная релевантность к займам.
можно ли отменить микрозайм,можно ли отменить микрозайм,можно ли отменить микрозайм,45,49,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,informational,,,,separate,"microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как отказаться от микрокредита,как отказаться от микрокредита,как отказаться от микрокредита,45,47,AVERAGE,AVERAGE,microcredit,microcredit:Queries,informational,,,,separate,microcredit,Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
рефинансирование микрокредитов онлайн,рефинансирование микрокредитов онлайн,рефинансирование микрокредитов онлайн,45,44,HIGH,HIGH,microcredit,microcredit:Queries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"online;refinance;microcredit","Спорный, но отдельный спрос. Нужна продуктовая проверка."
взять микрокредит без отказов без отказа micro-zaim-online,взять микрокредит без отказов без отказа micro-zaim-online,взять микрокредит без отказов без отказа micro-zaim-online,45,31,LOW,LOW,microcredit,microcredit:Queries,page,/zaimy/bez-otkaza/,Займы без отказа,commercial,high,"online;noRefusal;microcredit",Формулировку использовать аккуратно.
взять микрокредит без отказов без отказов micro-zaim-online,взять микрокредит без отказов без отказов micro-zaim-online,взять микрокредит без отказов без отказов micro-zaim-online,45,29,LOW,LOW,microcredit,microcredit:Queries,page,/zaimy/bez-otkaza/,Займы без отказа,commercial,high,"online;noRefusal;microcredit",Формулировку использовать аккуратно.
микрокредит онлайн на карту срочно без отказа micro-zaim-online,микрокредит онлайн на карту срочно без отказа micro-zaim-online,микрокредит онлайн на карту срочно без отказа micro-zaim-online,45,29,LOW,LOW,microcredit,microcredit:Queries,page,/zaimy/na-kartu-bez-otkaza/,Займы на карту без отказа,commercial:compound,high,"online;onCard;noRefusal;instant;microcredit",Формулировку 'без отказа' использовать аккуратно.
микрокредит 500 тысяч,микрокредит 500 тысяч,микрокредит 500 тысяч,45,19,AVERAGE,AVERAGE,microcredit,microcredit:Queries,page,/mikrokredity/,Микрокредиты,commercial:review,medium,microcredit,Проверить: делать отдельной страницей или алиасом к займам/микрозаймам.
микрокредит онлайн займ,микрокредит онлайн займ,микрокредит онлайн займ,44,113,AVERAGE,AVERAGE,microcredit,microcredit:Queries,page,/zaimy/online/,Займы онлайн,commercial,high,"online;microcredit;loan",
кредит микрокредит,кредит микрокредит,кредит микрокредит,44,83,AVERAGE,AVERAGE,microcredit,microcredit:Queries,page,/mikrokredity/,Микрокредиты,commercial:review,medium,microcredit,Проверить: делать отдельной страницей или алиасом к займам/микрозаймам.
микрокредит на год,микрокредит на год,микрокредит на год,44,83,AVERAGE,AVERAGE,microcredit,microcredit:Queries,page,/zaimy/dolgosrochnye/,Долгосрочные займы,commercial,medium,"longTerm;microcredit;term:1-year",
микрокредит круглосуточно boostra,микрокредит круглосуточно boostra,микрокредит круглосуточно boostra,44,69,AVERAGE,AVERAGE,microcredit,microcredit:Queries,brand,,,,separate,"roundClock;microcredit",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит банк,микрокредит банк,микрокредит банк,44,65,HIGH,HIGH,microcredit,microcredit:Queries,page,/mikrokredity/,Микрокредиты,commercial:review,medium,microcredit,Проверить: делать отдельной страницей или алиасом к займам/микрозаймам.
займ онлайн на карту первый без процентов,займ онлайн на карту первый без процентов,займ онлайн на карту первый без процентов,44,60,LOW,LOW,microzaim,microzaim:AdditionalQueries,page,/zaimy/pervyy-bez-procentov-na-kartu/,Первый займ без процентов на карту,commercial:compound,high,"online;onCard;noInterest;firstFree;loan",
займ на карту манимен,займ на карту манимен,займ на карту манимен,44,51,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,brand,,,,separate,"onCard;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
займ под 0 процентов онлайн,займ под 0 процентов онлайн,займ под 0 процентов онлайн,44,49,LOW,LOW,microzaim,microzaim:AdditionalQueries,page,/zaimy/bez-procentov/,Займы без процентов,commercial,high,"online;noInterest;loan",
как удалить займы,как удалить займы,как удалить займы,44,48,LOW,LOW,microcredit,microcredit:AdditionalQueries,informational,,,,separate,loan,Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
где можно взять деньги в долг срочно на карту с плохой кредитной историей,где можно взять деньги в долг срочно на карту с плохой кредитной историей,где можно взять деньги в долг срочно на карту с плохой кредитной историей,44,47,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,"onCard;badCredit;instant",Неочевидная релевантность к займам.
микрокредит мфо,микрокредит мфо,микрокредит мфо,43,98,AVERAGE,AVERAGE,microcredit,microcredit:Queries,page,/mikrokredity/,Микрокредиты,commercial:review,medium,"mfo;microcredit",Проверить: делать отдельной страницей или алиасом к займам/микрозаймам.
микрозайм онлайн новые,микрозайм онлайн новые,микрозайм онлайн новые,43,79,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,page,/zaimy/novye/,Новые займы,commercial,medium,"online;newLoans;microloan;loan",
получить микрокредит онлайн eurocredit ru,получить микрокредит онлайн eurocredit ru,получить микрокредит онлайн eurocredit ru,43,62,LOW,LOW,microcredit,microcredit:Queries,page,/zaimy/online/,Займы онлайн,commercial,high,"online;microcredit",
каширо личный кабинет войти,каширо личный кабинет войти,каширо личный кабинет войти,43,56,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
моментальные займы онлайн на карту,моментальные займы онлайн на карту,моментальные займы онлайн на карту,43,46,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,page,/zaimy/srochno-na-kartu/,Срочные займы на карту,commercial:compound,high,"online;onCard;instant;loan",
скб финансы,скб финансы,скб финансы,43,44,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
оформить микрокредит microcreditor,оформить микрокредит microcreditor,оформить микрокредит microcreditor,43,43,LOW,LOW,microcredit,microcredit:Queries,noise,,,,exclude,microcredit,"Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
получить микрокредит microcreditor,получить микрокредит microcreditor,получить микрокредит microcreditor,43,43,LOW,LOW,microcredit,microcredit:Queries,noise,,,,exclude,microcredit,"Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займы онлайн бесплатно на карту без отказа срочно,займы онлайн бесплатно на карту без отказа срочно,займы онлайн бесплатно на карту без отказа срочно,43,39,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,page,/zaimy/na-kartu-bez-otkaza/,Займы на карту без отказа,commercial:compound,high,"online;onCard;noRefusal;noInterest;instant;loan",Формулировку 'без отказа' использовать аккуратно.
до зарпла,до зарпла,до зарпла,43,38,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
микрокредиты через госуслуги,микрокредиты через госуслуги,микрокредиты через госуслуги,43,31,AVERAGE,AVERAGE,microcredit,microcredit:Queries,page,/zaimy/cherez-gosuslugi/,Займы через Госуслуги,commercial,medium,"gosuslugi;microcredit",
микрокредит на карту без отказа без проверки micro-zaim-online,микрокредит на карту без отказа без проверки micro-zaim-online,микрокредит на карту без отказа без проверки micro-zaim-online,43,29,LOW,LOW,microcredit,microcredit:Queries,page,/zaimy/na-kartu-bez-proverok/,Займы на карту без проверок,commercial:compound,medium,"online;onCard;noRefusal;noChecks;microcredit","Нужна осторожная формулировка, без обещаний."
взять микрокредит на карту онлайн,взять микрокредит на карту онлайн,взять микрокредит на карту онлайн,42,94,AVERAGE,AVERAGE,microcredit,microcredit:Queries,page,/zaimy/na-kartu/,Займы на карту,commercial,high,"online;onCard;microcredit",
получить микрокредит онлайн еврокредит ру,получить микрокредит онлайн еврокредит ру,получить микрокредит онлайн еврокредит ру,42,61,LOW,LOW,microcredit,microcredit:Queries,page,/zaimy/online/,Займы онлайн,commercial,high,"online;microcredit",
займы без процентов первый раз на карту на 30 дней онлайн,займы без процентов первый раз на карту на 30 дней онлайн,займы без процентов первый раз на карту на 30 дней онлайн,42,56,LOW,LOW,microcredit,microcredit:AdditionalQueries,page,/zaimy/bez-procentov-na-30-dney/,Займы без процентов на 30 дней,commercial:compound,medium,"online;onCard;noInterest;loan;term:30-days",
е капуста займер,е капуста займер,е капуста займер,42,48,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,brand,,,,separate,loan,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредиты онлайн mickrozaim.ru,микрокредиты онлайн mickrozaim.ru,микрокредиты онлайн mickrozaim.ru,42,48,AVERAGE,AVERAGE,microcredit,microcredit:Queries,noise,,,,exclude,"online;microcredit","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
взять микрокредит на карту онлайн microcreditor,взять микрокредит на карту онлайн microcreditor,взять микрокредит на карту онлайн microcreditor,42,44,LOW,LOW,microcredit,microcredit:Queries,noise,,,,exclude,"online;onCard;microcredit","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
