query,normalized_query,variants,clicks,demand,competitiveness,competitiveness_set,sources,source_sheets,bucket,page_slug,page_name,page_type,priority,signals,notes
мфо список новых,мфо список новых,мфо список новых,10,14,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"newLoans;rating;mfo",Коммерческо-support листинг: рейтинг/топ/подбор.
микрокредиты список credits,микрокредиты список credits,микрокредиты список credits,10,10,HIGH,HIGH,microcredit,microcredit:Queries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;microcredit",Коммерческо-support листинг: рейтинг/топ/подбор.
займы отзывы людей,займы отзывы людей,займы отзывы людей,10,9,LOW,LOW,microzaim,microzaim:AdditionalQueries,support,/reviews/mfo/,Отзывы о МФО,support,medium,"reviews;loan","UGC/support слой, не основной коммерческий листинг."
лучшие мфк онлайн,лучшие мфк онлайн,лучшие мфк онлайн,10,9,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"online;rating;mfo",Коммерческо-support листинг: рейтинг/топ/подбор.
как рефинансировать микрозаймы в один кредит с просрочками,как рефинансировать микрозаймы в один кредит с просрочками,как рефинансировать микрозаймы в один кредит с просрочками,10,8,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"badCredit;instant;refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
рефинансирование микрозайм,рефинансирование микрозайм,рефинансирование микрозайм,10,7,HIGH,HIGH,"microcredit;zaim","microcredit:AdditionalQueries;zaim:AdditionalQueries",support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
рефинансирование по микрозаймам,рефинансирование по микрозаймам,рефинансирование по микрозаймам,10,7,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
займы без процентов список,займы без процентов список,займы без процентов список,9,12,LOW,LOW,"microcredit;microzaim","microcredit:AdditionalQueries;microzaim:AdditionalQueries",support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"noInterest;rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
займы рейтинг лучших,займы рейтинг лучших,займы рейтинг лучших,9,11,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
рефинансирование микрозаймов с плохой ки,рефинансирование микрозаймов с плохой ки,рефинансирование микрозаймов с плохой ки,9,6,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"badCredit;refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
список займов на карту без отказа,список займов на карту без отказа,список займов на карту без отказа,8,17,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"onCard;noRefusal;rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
займы по рейтингу,займы по рейтингу,займы по рейтингу,8,11,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
где можно рефинансировать микрозаймы мфо с просрочками и черным списком,где можно рефинансировать микрозаймы мфо с просрочками и черным списком,где можно рефинансировать микрозаймы мфо с просрочками и черным списком,7,6,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"badCredit;instant;refinance;mfo;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
рефинансирование микрозаймов с плохой,рефинансирование микрозаймов с плохой,рефинансирование микрозаймов с плохой,7,6,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
где можно рефинансировать микрозаймы с просрочками и черным списком,где можно рефинансировать микрозаймы с просрочками и черным списком,где можно рефинансировать микрозаймы с просрочками и черным списком,6,6,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"badCredit;instant;refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
список займов онлайн без процентов,список займов онлайн без процентов,список займов онлайн без процентов,5,9,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"online;noInterest;rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
займ список лучших,займ список лучших,займ список лучших,5,6,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
какие банки одобряют рефинансирование микрозаймов,какие банки одобряют рефинансирование микрозаймов,какие банки одобряют рефинансирование микрозаймов,5,6,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"noRefusal;refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
рефинансирование микрозаймов в новокузнецке,рефинансирование микрозаймов в новокузнецке,рефинансирование микрозаймов в новокузнецке,5,6,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
топ займов без отказа с плохой кредитной,топ займов без отказа с плохой кредитной,топ займов без отказа с плохой кредитной,5,6,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"noRefusal;badCredit;rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
займ онлайн реальные отзывы,займ онлайн реальные отзывы,займ онлайн реальные отзывы,5,5,LOW,LOW,microzaim,microzaim:AdditionalQueries,support,/reviews/mfo/,Отзывы о МФО,support,medium,"online;reviews;loan","UGC/support слой, не основной коммерческий листинг."
как рефинансировать займы с просрочками можно,как рефинансировать займы с просрочками можно,как рефинансировать займы с просрочками можно,5,5,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"badCredit;instant;refinance;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
лучшие мфо на длительный срок на карту круглосуточно,лучшие мфо на длительный срок на карту круглосуточно,лучшие мфо на длительный срок на карту круглосуточно,5,5,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"onCard;roundClock;rating;mfo",Коммерческо-support листинг: рейтинг/топ/подбор.
список микрозаймы,список микрозаймы,список микрозаймы,5,5,LOW,LOW,microcredit,microcredit:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;microloan;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
микрозайм калькулятор рассчитать,микрозайм калькулятор рассчитать,микрозайм калькулятор рассчитать,5,4,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,support,/calculators/zaim/,Калькулятор займа,support,medium,"calculator;microloan;loan",Сервисная страница и перелинковка.
рефинансирование мфк,рефинансирование мфк,рефинансирование мфк,5,4,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;mfo","Спорный, но отдельный спрос. Нужна продуктовая проверка."
топ проверенных мфо,топ проверенных мфо,топ проверенных мфо,5,3,LOW,LOW,microzaim,microzaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;mfo",Коммерческо-support листинг: рейтинг/топ/подбор.
список лучших займов на карту,список лучших займов на карту,список лучших займов на карту,4,16,LOW,LOW,microzaim,microzaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"onCard;rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
займ на карту рейтинг лучших,займ на карту рейтинг лучших,займ на карту рейтинг лучших,4,7,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"onCard;rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
все займы полный список,все займы полный список,все займы полный список,4,6,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
где можно сделать рефинансирование микрозаймов с просрочками,где можно сделать рефинансирование микрозаймов с просрочками,где можно сделать рефинансирование микрозаймов с просрочками,4,4,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"badCredit;instant;refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
где сделать рефинансирование микрозаймов,где сделать рефинансирование микрозаймов,где сделать рефинансирование микрозаймов,4,4,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
рефинансирование займов в один,рефинансирование займов в один,рефинансирование займов в один,4,4,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
подборка займа,подборка займа,подборка займа,3,7,LOW,LOW,microzaim,microzaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
как рефинансировать микрозаймы с просрочками в один кредит,как рефинансировать микрозаймы с просрочками в один кредит,как рефинансировать микрозаймы с просрочками в один кредит,3,4,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"badCredit;instant;refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
как рефинансировать просроченные микрозаймы,как рефинансировать просроченные микрозаймы,как рефинансировать просроченные микрозаймы,3,4,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"badCredit;instant;refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
лучший займ без отказа,лучший займ без отказа,лучший займ без отказа,3,3,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"noRefusal;rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
мфо казахстана список,мфо казахстана список,мфо казахстана список,3,3,LOW,LOW,zaim,zaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;mfo",Коммерческо-support листинг: рейтинг/топ/подбор.
рефинансирование долгов по займам,рефинансирование долгов по займам,рефинансирование долгов по займам,3,3,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
рефинансирование микрозаймов в один,рефинансирование микрозаймов в один,рефинансирование микрозаймов в один,3,3,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
список мфо через госуслуги,список мфо через госуслуги,список мфо через госуслуги,3,3,LOW,LOW,microzaim,microzaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"gosuslugi;rating;mfo",Коммерческо-support листинг: рейтинг/топ/подбор.
микрозаймы по рейтингу,микрозаймы по рейтингу,микрозаймы по рейтингу,3,2,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;microloan;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
топ 10 микрокредитных организаций,топ 10 микрокредитных организаций,топ 10 микрокредитных организаций,3,2,AVERAGE,AVERAGE,"microcredit;zaim","microcredit:AdditionalQueries;zaim:AdditionalQueries",support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;microcredit",Коммерческо-support листинг: рейтинг/топ/подбор.
отзывы займах онлайн на карту от людей,отзывы займах онлайн на карту от людей,отзывы займах онлайн на карту от людей,3,1,LOW,LOW,microzaim,microzaim:AdditionalQueries,support,/reviews/mfo/,Отзывы о МФО,support,medium,"online;onCard;reviews;loan","UGC/support слой, не основной коммерческий листинг."
какой банк дает рефинансирование микрозаймов,какой банк дает рефинансирование микрозаймов,какой банк дает рефинансирование микрозаймов,2,3,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
какой банк может сделать рефинансирование микрозаймов,какой банк может сделать рефинансирование микрозаймов,какой банк может сделать рефинансирование микрозаймов,2,3,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
рейтинг быстрозаймов,рейтинг быстрозаймов,рейтинг быстрозаймов,2,3,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"instant;rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
рефинансирование микрозаймов с плохой кредитной историей без залога,рефинансирование микрозаймов с плохой кредитной историей без залога,рефинансирование микрозаймов с плохой кредитной историей без залога,2,3,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"badCredit;refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
в каком банке лучше рефинансировать микрозаймы,в каком банке лучше рефинансировать микрозаймы,в каком банке лучше рефинансировать микрозаймы,2,2,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
в каком банке можно рефинансировать мфо,в каком банке можно рефинансировать мфо,в каком банке можно рефинансировать мфо,2,2,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;mfo","Спорный, но отдельный спрос. Нужна продуктовая проверка."
как можно рефинансировать микрозаймы с просрочкой,как можно рефинансировать микрозаймы с просрочкой,как можно рефинансировать микрозаймы с просрочкой,2,2,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"badCredit;instant;refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
как рефинансировать микрозаймы с просрочками и плохой кредитной историей без отказа,как рефинансировать микрозаймы с просрочками и плохой кредитной историей без отказа,как рефинансировать микрозаймы с просрочками и плохой кредитной историей без отказа,2,2,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"noRefusal;badCredit;instant;refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
лучшие микрозаймы на карту онлайн,лучшие микрозаймы на карту онлайн,лучшие микрозаймы на карту онлайн,2,2,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"online;onCard;rating;microloan;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
рефинансирования микрозаймы,рефинансирования микрозаймы,рефинансирования микрозаймы,2,2,HIGH,HIGH,zaim,zaim:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
деньги онлайн займ отзывы,деньги онлайн займ отзывы,деньги онлайн займ отзывы,2,1,LOW,LOW,microzaim,microzaim:AdditionalQueries,support,/reviews/mfo/,Отзывы о МФО,support,medium,"online;reviews;loan","UGC/support слой, не основной коммерческий листинг."
мко и мфо онлайн займы в казахстане список,мко и мфо онлайн займы в казахстане список,мко и мфо онлайн займы в казахстане список,2,1,LOW,LOW,microcredit,microcredit:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"online;rating;mfo;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
топ лучших быстрых займов,топ лучших быстрых займов,топ лучших быстрых займов,2,1,LOW,LOW,"microcredit;microzaim","microcredit:AdditionalQueries;microzaim:AdditionalQueries",support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"instant;rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
топ сайтов микрозаймов,топ сайтов микрозаймов,топ сайтов микрозаймов,2,1,LOW,LOW,microcredit,microcredit:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;microloan;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
займ на карту лучшие мфо,займ на карту лучшие мфо,займ на карту лучшие мфо,1,5,LOW,LOW,microcredit,microcredit:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"onCard;rating;mfo;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
рейтинг микрокредитов,рейтинг микрокредитов,рейтинг микрокредитов,1,4,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;microcredit",Коммерческо-support листинг: рейтинг/топ/подбор.
займ онлайн по рейтингу,займ онлайн по рейтингу,займ онлайн по рейтингу,1,3,LOW,LOW,microcredit,microcredit:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"online;rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
топ мфо на карту,топ мфо на карту,топ мфо на карту,1,3,LOW,LOW,microcredit,microcredit:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"onCard;rating;mfo",Коммерческо-support листинг: рейтинг/топ/подбор.
какой лучший займ,какой лучший займ,какой лучший займ,1,2,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
отзывы лучшие займы на карту,отзывы лучшие займы на карту,отзывы лучшие займы на карту,1,2,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,support,/reviews/mfo/,Отзывы о МФО,support,medium,"onCard;rating;reviews;loan","UGC/support слой, не основной коммерческий листинг."
рефинансируем микрозаймы,рефинансируем микрозаймы,рефинансируем микрозаймы,1,2,HIGH,HIGH,zaim,zaim:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
все микрозаймы список казахстан,все микрозаймы список казахстан,все микрозаймы список казахстан,1,1,LOW,LOW,microcredit,microcredit:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;microloan;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
где взять займ если уже есть открытые займы отзывы,где взять займ если уже есть открытые займы отзывы,где взять займ если уже есть открытые займы отзывы,1,1,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,support,/reviews/mfo/,Отзывы о МФО,support,medium,"reviews;loan","UGC/support слой, не основной коммерческий листинг."
есть ли рефинансирование займов,есть ли рефинансирование займов,есть ли рефинансирование займов,1,1,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
займ рейтинг мфо онлайн на карту без отказа,займ рейтинг мфо онлайн на карту без отказа,займ рейтинг мфо онлайн на карту без отказа,1,1,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"online;onCard;noRefusal;rating;mfo;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
займ список всех,займ список всех,займ список всех,1,1,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
как рассчитаться с мфо без банкротства,как рассчитаться с мфо без банкротства,как рассчитаться с мфо без банкротства,1,1,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,support,/calculators/zaim/,Калькулятор займа,support,medium,"calculator;mfo",Сервисная страница и перелинковка.
калькулятор процентов мфо,калькулятор процентов мфо,калькулятор процентов мфо,1,1,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,support,/calculators/zaim/,Калькулятор займа,support,medium,"calculator;mfo",Сервисная страница и перелинковка.
лучшие займы в россии,лучшие займы в россии,лучшие займы в россии,1,1,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
лучшие проверенные займы онлайн,лучшие проверенные займы онлайн,лучшие проверенные займы онлайн,1,1,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"online;rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
рейтинг займов на карту онлайн,рейтинг займов на карту онлайн,рейтинг займов на карту онлайн,1,1,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"online;onCard;rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
список займов казахстан,список займов казахстан,список займов казахстан,1,1,LOW,LOW,microcredit,microcredit:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
список микрозаймов казахстан,список микрозаймов казахстан,список микрозаймов казахстан,1,1,LOW,LOW,microcredit,microcredit:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;microloan;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
топ контор микрозаймов,топ контор микрозаймов,топ контор микрозаймов,1,1,AVERAGE,AVERAGE,"microcredit;zaim","microcredit:AdditionalQueries;zaim:AdditionalQueries",support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;microloan;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
топ микрозаймов казахстан,топ микрозаймов казахстан,топ микрозаймов казахстан,1,1,LOW,LOW,zaim,zaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;microloan;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
топ мфо без фото паспорта,топ мфо без фото паспорта,топ мфо без фото паспорта,1,1,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"noDocs;passport;noPhoto;rating;mfo",Коммерческо-support листинг: рейтинг/топ/подбор.
топ честных займов,топ честных займов,топ честных займов,1,1,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
топ быстрых займов на карту онлайн,топ быстрых займов на карту онлайн,топ быстрых займов на карту онлайн,1,0,NO_DATA,NO_DATA,microzaim,microzaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"online;onCard;instant;rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
