query,normalized_query,variants,clicks,demand,competitiveness,competitiveness_set,sources,source_sheets,bucket,page_slug,page_name,page_type,priority,signals,notes
моментальные деньги на карту,моментальные деньги на карту,моментальные деньги на карту,7,13,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,"onCard;instant",Неочевидная релевантность к займам.
zaimer 365,zaimer 365,zaimer 365,7,12,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
быстпо деньги,быстпо деньги,быстпо деньги,7,11,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
срочноденьши,срочноденьши,срочноденьши,7,11,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,instant,Неочевидная релевантность к займам.
взять деньги на карту без отказа и без проверок,взять деньги на карту без отказа и без проверок,взять деньги на карту без отказа и без проверок,7,10,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,"onCard;noRefusal;noChecks",Неочевидная релевантность к займам.
webbankir личный кабинет войти в личный кабинет по номеру,webbankir личный кабинет войти в личный кабинет по номеру,webbankir личный кабинет войти в личный кабинет по номеру,7,10,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
бкриберу личный,бкриберу личный,бкриберу личный,7,9,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
срочно день,срочно день,срочно день,7,9,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,instant,Неочевидная релевантность к займам.
ccoloan kz,ccoloan kz,ccoloan kz,7,9,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
алтын коин кредит,алтын коин кредит,алтын коин кредит,7,8,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
кредит честное слово,кредит честное слово,кредит честное слово,7,8,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
кридеттер,кридеттер,кридеттер,7,8,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
лайм хайм личный кабинет,лайм хайм личный кабинет,лайм хайм личный кабинет,7,8,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
пко рвс,пко рвс,пко рвс,7,8,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
нецелевые финансы личный кабинет,нецелевые финансы личный кабинет,нецелевые финансы личный кабинет,7,6,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
долгосрочный кредит онлайн на карту без отказа,долгосрочный кредит онлайн на карту без отказа,долгосрочный кредит онлайн на карту без отказа,7,5,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,"online;onCard;noRefusal;instant;longTerm",Неочевидная релевантность к займам.
vivus деньги личный кабинет,vivus деньги личный кабинет,vivus деньги личный кабинет,7,5,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
личный кабинет credit plus,личный кабинет credit plus,личный кабинет credit plus,7,4,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
надо деньги личный кабинет вход по номеру телефона,надо деньги личный кабинет вход по номеру телефона,надо деньги личный кабинет вход по номеру телефона,7,4,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
zaymer личный,zaymer личный,zaymer личный,6,44,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
быстро дерьги,быстро дерьги,быстро дерьги,6,11,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,instant,Неочевидная релевантность к займам.
тенге да кз личный,тенге да кз личный,тенге да кз личный,6,11,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
деньги ок контакты,деньги ок контакты,деньги ок контакты,6,9,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
кешьмагнит,кешьмагнит,кешьмагнит,6,8,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
cashiri,cashiri,cashiri,6,8,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
lime zim,lime zim,lime zim,6,8,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
алтин коин,алтин коин,алтин коин,6,7,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
алтын кой,алтын кой,алтын кой,6,7,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
деньги на карту под 0 процентов,деньги на карту под 0 процентов,деньги на карту под 0 процентов,6,7,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,"onCard;noInterest",Неочевидная релевантность к займам.
turbozaim ru,turbozaim ru,turbozaim ru,6,7,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
даввка,даввка,даввка,6,6,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
кредит свои люди,кредит свои люди,кредит свои люди,6,6,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
othnal,othnal,othnal,6,6,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
zaimexpres,zaimexpres,zaimexpres,6,6,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
где взять деньги в долг с плохой кредитной историей и просрочками,где взять деньги в долг с плохой кредитной историей и просрочками,где взять деньги в долг с плохой кредитной историей и просрочками,6,5,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,"badCredit;instant",Неочевидная релевантность к займам.
кредит на юмани кошелек,кредит на юмани кошелек,кредит на юмани кошелек,6,5,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,wallet,Неочевидная релевантность к займам.
курс валют мкб банка на сегодня,курс валют мкб банка на сегодня,курс валют мкб банка на сегодня,6,5,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
нео кз,нео кз,нео кз,6,5,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
нпдоденег,нпдоденег,нпдоденег,6,5,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
тез бол личный кабинет,тез бол личный кабинет,тез бол личный кабинет,6,5,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
ezaem вход в личный кабинет,ezaem вход в личный кабинет,ezaem вход в личный кабинет,6,5,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
tez credit,tez credit,tez credit,6,5,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
где можно получить деньги без отказа с плохой кредитной историей сегодня срочно без отказа,где можно получить деньги без отказа с плохой кредитной историей сегодня срочно без отказа,где можно получить деньги без отказа с плохой кредитной историей сегодня срочно без отказа,6,4,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,"noRefusal;badCredit;instant",Неочевидная релевантность к займам.
кредит на 6 месяцев онлайн,кредит на 6 месяцев онлайн,кредит на 6 месяцев онлайн,6,4,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,"online;longTerm",Неочевидная релевантность к займам.
личный кабинет триумвират,личный кабинет триумвират,личный кабинет триумвират,6,4,LOW,LOW,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
дозр,дозр,дозр,5,11,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
cridit 365,cridit 365,cridit 365,5,10,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
лайкщайм,лайкщайм,лайкщайм,5,9,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
белка креоит,белка креоит,белка креоит,5,8,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
бустру,бустру,бустру,5,8,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
kreditbar kz,kreditbar kz,kreditbar kz,5,8,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
привет сосед зайс,привет сосед зайс,привет сосед зайс,5,7,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
юкки звйм,юкки звйм,юкки звйм,5,7,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
koke zaim,koke zaim,koke zaim,5,7,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
moneza личный,moneza личный,moneza личный,5,7,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
дозарплпты,дозарплпты,дозарплпты,5,6,AVERAGE,AVERAGE,"microcredit;microzaim","microcredit:AdditionalQueries;microzaim:AdditionalQueries",review-needed,,,,low,,Неочевидная релевантность к займам.
мониман кз,мониман кз,мониман кз,5,6,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
надо денег личный кабинет войти по номеру телефона и дате рождения,надо денег личный кабинет войти по номеру телефона и дате рождения,надо денег личный кабинет войти по номеру телефона и дате рождения,5,6,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
нео кредит личный кабинет кз,нео кредит личный кабинет кз,нео кредит личный кабинет кз,5,6,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
финтеррс личный кабинет,финтеррс личный кабинет,финтеррс личный кабинет,5,6,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
честное слово сайт,честное слово сайт,честное слово сайт,5,6,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
booostra,booostra,booostra,5,6,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
dengu click,dengu click,dengu click,5,6,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
dm credit,dm credit,dm credit,5,6,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
hava zaim,hava zaim,hava zaim,5,6,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
priversosed,priversosed,priversosed,5,6,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
prostoyvopros ru,prostoyvopros ru,prostoyvopros ru,5,6,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
wan click money,wan click money,wan click money,5,6,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
ван клип мани,ван клип мани,ван клип мани,5,5,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
зайи быстроденьги,зайи быстроденьги,зайи быстроденьги,5,5,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,instant,Неочевидная релевантность к займам.
пко рсв официальный сайт,пко рсв официальный сайт,пко рсв официальный сайт,5,5,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
тез бол кз личный кабинет,тез бол кз личный кабинет,тез бол кз личный кабинет,5,5,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
тенго кз личный кабинет войти в личный,тенго кз личный кабинет войти в личный,тенго кз личный кабинет войти в личный,5,5,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
mikrokreditbank kurs,mikrokreditbank kurs,mikrokreditbank kurs,5,5,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
zime express,zime express,zime express,5,5,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
веб банкир ру личный кабинет вход,веб банкир ру личный кабинет вход,веб банкир ру личный кабинет вход,5,4,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
деньги в долг на карту без отказа с плохой кредитной историей,деньги в долг на карту без отказа с плохой кредитной историей,деньги в долг на карту без отказа с плохой кредитной историей,5,3,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,"onCard;noRefusal;badCredit",Неочевидная релевантность к займам.
zaim казахстан,zaim казахстан,zaim казахстан,5,3,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
гринман личный кабинет,гринман личный кабинет,гринман личный кабинет,4,7,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
смфинанс,смфинанс,смфинанс,4,7,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
белка быстроденьги,белка быстроденьги,белка быстроденьги,4,6,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,instant,Неочевидная релевантность к займам.
деньги в долг через госуслуги,деньги в долг через госуслуги,деньги в долг через госуслуги,4,6,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,gosuslugi,Неочевидная релевантность к займам.
деньги о,деньги о,деньги о,4,6,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
креди 365,креди 365,креди 365,4,6,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
маеи мен,маеи мен,маеи мен,4,6,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
сисфинанс,сисфинанс,сисфинанс,4,6,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
умные наличными,умные наличными,умные наличными,4,6,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,cash,Неочевидная релевантность к займам.
credit bar kz личный,credit bar kz личный,credit bar kz личный,4,6,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
канат кз личный,канат кз личный,канат кз личный,4,5,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
кредит онлайн золотая корона,кредит онлайн золотая корона,кредит онлайн золотая корона,4,5,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,online,Неочевидная релевантность к займам.
ооо пкл рсв,ооо пкл рсв,ооо пкл рсв,4,5,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
пкл рсв,пкл рсв,пкл рсв,4,5,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
срочноденьни,срочноденьни,срочноденьни,4,5,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,instant,Неочевидная релевантность к займам.
турьомани,турьомани,турьомани,4,5,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
умные и наличные,умные и наличные,умные и наличные,4,5,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,cash,Неочевидная релевантность к займам.
целевый финансы,целевый финансы,целевый финансы,4,5,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
mikrokreditbank kredit,mikrokreditbank kredit,mikrokreditbank kredit,4,5,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
быстрые деньги без отказа,быстрые деньги без отказа,быстрые деньги без отказа,4,4,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,"noRefusal;instant",Неочевидная релевантность к займам.
быстрые деньги официальный сайт,быстрые деньги официальный сайт,быстрые деньги официальный сайт,4,4,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,instant,Неочевидная релевантность к займам.
веб юанкир,веб юанкир,веб юанкир,4,4,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
взять кредит в озон банке на карту,взять кредит в озон банке на карту,взять кредит в озон банке на карту,4,4,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,onCard,Неочевидная релевантность к займам.
взять кредит на карту без процентов,взять кредит на карту без процентов,взять кредит на карту без процентов,4,4,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,"onCard;noInterest",Неочевидная релевантность к займам.
где можно взять деньги с плохой кредитной историей и просрочками на карту без отказа срочно,где можно взять деньги с плохой кредитной историей и просрочками на карту без отказа срочно,где можно взять деньги с плохой кредитной историей и просрочками на карту без отказа срочно,4,4,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,"onCard;noRefusal;badCredit;instant",Неочевидная релевантность к займам.
деньгинадом ру,деньгинадом ру,деньгинадом ру,4,4,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
получить деньги на карту онлайн срочно,получить деньги на карту онлайн срочно,получить деньги на карту онлайн срочно,4,4,LOW,LOW,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,"online;onCard;instant",Неочевидная релевантность к займам.
срочное деньги личный кабинет,срочное деньги личный кабинет,срочное деньги личный кабинет,4,4,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,instant,Неочевидная релевантность к займам.
ltymubyfljv,ltymubyfljv,ltymubyfljv,4,4,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
сайт боостра,сайт боостра,сайт боостра,4,3,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
finnmol,finnmol,finnmol,4,3,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
zaim express личный,zaim express личный,zaim express личный,4,3,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
надо деньги личный кабинет вход,надо деньги личный кабинет вход,надо деньги личный кабинет вход,4,2,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
смсыинанс,смсыинанс,смсыинанс,3,7,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
ekapuata,ekapuata,ekapuata,3,7,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
деньги на карту без отказов с плохой кредитной и с просрочками без отказа,деньги на карту без отказов с плохой кредитной и с просрочками без отказа,деньги на карту без отказов с плохой кредитной и с просрочками без отказа,3,6,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,"onCard;noRefusal;badCredit;instant",Неочевидная релевантность к займам.
надоденкг,надоденкг,надоденкг,3,6,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
оставить машину под залог,оставить машину под залог,оставить машину под залог,3,6,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
хурмауредит,хурмауредит,хурмауредит,3,6,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
дозарплаьы,дозарплаьы,дозарплаьы,3,5,AVERAGE,AVERAGE,"microzaim;zaim","microzaim:AdditionalQueries;zaim:AdditionalQueries",review-needed,,,,low,,Неочевидная релевантность к займам.
моеейман,моеейман,моеейман,3,5,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
новые мко,новые мко,новые мко,3,5,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,newLoans,Неочевидная релевантность к займам.
опе кредит,опе кредит,опе кредит,3,5,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
давака зацм,давака зацм,давака зацм,3,4,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
екапустаз,екапустаз,екапустаз,3,4,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
крешит плюс,крешит плюс,крешит плюс,3,4,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
мани мэг,мани мэг,мани мэг,3,4,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
оформить онлайн кредит без карты,оформить онлайн кредит без карты,оформить онлайн кредит без карты,3,4,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,"online;onCard;noCard",Неочевидная релевантность к займам.
dengiclick kz личный кабинет вход,dengiclick kz личный кабинет вход,dengiclick kz личный кабинет вход,3,4,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
koke kz вход,koke kz вход,koke kz вход,3,4,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
tengego,tengego,tengego,3,4,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
белые деньги официальный сайт,белые деньги официальный сайт,белые деньги официальный сайт,3,3,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
бострп,бострп,бострп,3,3,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
быстрый деньги на карту без отказов взять,быстрый деньги на карту без отказов взять,быстрый деньги на карту без отказов взять,3,3,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,"onCard;noRefusal;instant",Неочевидная релевантность к займам.
гренмоней,гренмоней,гренмоней,3,3,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
екапуста екапуста личный,екапуста екапуста личный,екапуста екапуста личный,3,3,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
кредит бар как оплатить,кредит бар как оплатить,кредит бар как оплатить,3,3,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
кредит онлайн на 12 месяцев,кредит онлайн на 12 месяцев,кредит онлайн на 12 месяцев,3,3,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,"online;longTerm;term:1-year",Неочевидная релевантность к займам.
кредит онлайн на карту под 0 процентов,кредит онлайн на карту под 0 процентов,кредит онлайн на карту под 0 процентов,3,3,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,"online;onCard;noInterest",Неочевидная релевантность к займам.
ооо пко псв,ооо пко псв,ооо пко псв,3,3,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
отличные наличие,отличные наличие,отличные наличие,3,3,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
отличные наличные новосибирск официальный сайт,отличные наличные новосибирск официальный сайт,отличные наличные новосибирск официальный сайт,3,3,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,"cash;city:novosibirsk",Неочевидная релевантность к займам.
привет сосед зам,привет сосед зам,привет сосед зам,3,3,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
сайт boostra,сайт boostra,сайт boostra,3,3,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
laim zain,laim zain,laim zain,3,3,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
lime zame,lime zame,lime zame,3,3,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
100 процентный кредит без отказа без проверки мгновенно рсб,100 процентный кредит без отказа без проверки мгновенно рсб,100 процентный кредит без отказа без проверки мгновенно рсб,3,2,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,"noRefusal;instant;noChecks",Неочевидная релевантность к займам.
взять кредит онлайн на карту без отказа в 18 лет,взять кредит онлайн на карту без отказа в 18 лет,взять кредит онлайн на карту без отказа в 18 лет,3,2,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,"online;onCard;noRefusal;audience:18-plus",Неочевидная релевантность к займам.
деньги сразу на карту онлайн без отказа очень срочно без проверки кредитной,деньги сразу на карту онлайн без отказа очень срочно без проверки кредитной,деньги сразу на карту онлайн без отказа очень срочно без проверки кредитной,3,2,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,"online;onCard;noRefusal;instant;noChecks",Неочевидная релевантность к займам.
доллар курс мкб,доллар курс мкб,доллар курс мкб,3,2,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
занять деньги с плохой кредитной,занять деньги с плохой кредитной,занять деньги с плохой кредитной,3,2,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,badCredit,Неочевидная релевантность к займам.
как на озоне купить товар в кредит,как на озоне купить товар в кредит,как на озоне купить товар в кредит,3,2,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
каширо как оплатить без комиссии,каширо как оплатить без комиссии,каширо как оплатить без комиссии,3,2,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
