query,normalized_query,variants,clicks,demand,competitiveness,competitiveness_set,sources,source_sheets,bucket,page_slug,page_name,page_type,priority,signals,notes
как открыть микрозаймы с нуля,как открыть микрозаймы с нуля,как открыть микрозаймы с нуля,4,4,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,informational,,,,separate,"microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
проверка задолженности мфо,проверка задолженности мфо,проверка задолженности мфо,4,4,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,informational,,,,separate,mfo,Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как узнать кому я должен микрозайм,как узнать кому я должен микрозайм,как узнать кому я должен микрозайм,4,3,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,informational,,,,separate,"microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
что делать если нет возможности платить займы в мфо,что делать если нет возможности платить займы в мфо,что делать если нет возможности платить займы в мфо,4,3,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,informational,,,,separate,"mfo;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как взять займ в госуслугах,как взять займ в госуслугах,как взять займ в госуслугах,3,6,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,informational,,,,separate,"gosuslugi;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
если займ не платить что будет,если займ не платить что будет,если займ не платить что будет,3,3,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,informational,,,,separate,loan,Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как избавиться от долгов микрозаймов что делать,как избавиться от долгов микрозаймов что делать,как избавиться от долгов микрозаймов что делать,3,3,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,informational,,,,separate,"microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как отключить рассылку смс от займов,как отключить рассылку смс от займов,как отключить рассылку смс от займов,3,3,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,informational,,,,separate,loan,Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как открыть микрозаймы бизнес,как открыть микрозаймы бизнес,как открыть микрозаймы бизнес,3,3,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,informational,,,,separate,"microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как проверить все свои задолженности по микрозаймам,как проверить все свои задолженности по микрозаймам,как проверить все свои задолженности по микрозаймам,3,3,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,informational,,,,separate,"microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
какие займы дают без отказа с плохой кредитной,какие займы дают без отказа с плохой кредитной,какие займы дают без отказа с плохой кредитной,3,3,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,informational,,,,separate,"noRefusal;badCredit;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
какие займы дают до 80 лет,какие займы дают до 80 лет,какие займы дают до 80 лет,3,3,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,informational,,,,separate,loan,Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
можно ли не платить займы,можно ли не платить займы,можно ли не платить займы,3,3,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,informational,,,,separate,loan,Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
что нужно чтобы взять микрокредит,что нужно чтобы взять микрокредит,что нужно чтобы взять микрокредит,3,3,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,informational,,,,separate,microcredit,Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
что нужно чтобы открыть мфо,что нужно чтобы открыть мфо,что нужно чтобы открыть мфо,3,3,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,informational,,,,separate,mfo,Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как закрыть долг в микрофинансовой организации,как закрыть долг в микрофинансовой организации,как закрыть долг в микрофинансовой организации,3,2,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,informational,,,,separate,mfo,Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как отказаться от микрозаймов,как отказаться от микрозаймов,как отказаться от микрозаймов,3,2,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,informational,,,,separate,"microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как отписаться от займов чтобы не присылали смс,как отписаться от займов чтобы не присылали смс,как отписаться от займов чтобы не присылали смс,3,2,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,informational,,,,separate,loan,Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
что делать если много долгов в мфо,что делать если много долгов в мфо,что делать если много долгов в мфо,3,2,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,informational,,,,separate,mfo,Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как реферировать микрозаймы,как реферировать микрозаймы,как реферировать микрозаймы,2,3,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,informational,,,,separate,"microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
какие займы дают без процентов,какие займы дают без процентов,какие займы дают без процентов,2,3,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,informational,,,,separate,"noInterest;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как отвязаться от микрозаймов,как отвязаться от микрозаймов,как отвязаться от микрозаймов,2,2,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,informational,,,,separate,"microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
какие займы дают с просрочками на карту без отказа,какие займы дают с просрочками на карту без отказа,какие займы дают с просрочками на карту без отказа,2,2,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,informational,,,,separate,"onCard;noRefusal;badCredit;instant;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
какой нормальный микрозайм,какой нормальный микрозайм,какой нормальный микрозайм,2,2,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,informational,,,,separate,"microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
займ под залог авто если авто уже в залоге,займ под залог авто если авто уже в залоге,займ под залог авто если авто уже в залоге,2,1,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,informational,,,,separate,"collateralAuto;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как можно закрыть микрозаймы,как можно закрыть микрозаймы,как можно закрыть микрозаймы,2,1,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,informational,,,,separate,"microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как узнать все свои займы в микрозаймах,как узнать все свои займы в микрозаймах,как узнать все свои займы в микрозаймах,2,1,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,informational,,,,separate,"microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как узнать сколько у человека микрозаймов,как узнать сколько у человека микрозаймов,как узнать сколько у человека микрозаймов,2,1,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,informational,,,,separate,"microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
не платить мфо,не платить мфо,не платить мфо,2,1,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,informational,,,,separate,mfo,Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
нечем платить микрозаймы что делать действенные способы,нечем платить микрозаймы что делать действенные способы,нечем платить микрозаймы что делать действенные способы,2,1,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,informational,,,,separate,"microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
займ на карту какие займы дадут,займ на карту какие займы дадут,займ на карту какие займы дадут,2,0,NO_DATA,NO_DATA,microcredit,microcredit:AdditionalQueries,informational,,,,separate,"onCard;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
какие документы нужны для получения кредита в мфо,какие документы нужны для получения кредита в мфо,какие документы нужны для получения кредита в мфо,2,0,NO_DATA,NO_DATA,microzaim,microzaim:AdditionalQueries,informational,,,,separate,mfo,Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как выдаются микрозаймы через интернет,как выдаются микрозаймы через интернет,как выдаются микрозаймы через интернет,1,25,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,informational,,,,separate,"microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
займ на карту если есть просрочки,займ на карту если есть просрочки,займ на карту если есть просрочки,1,3,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,informational,,,,separate,"onCard;badCredit;instant;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как узнать микрозаймы,как узнать микрозаймы,как узнать микрозаймы,1,2,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,informational,,,,separate,"microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
где взять денег в долг до зарплаты,где взять денег в долг до зарплаты,где взять денег в долг до зарплаты,1,1,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,informational,,,,separate,payday,Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
если не выплатить микрозайм что будет,если не выплатить микрозайм что будет,если не выплатить микрозайм что будет,1,1,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,informational,,,,separate,"microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как выплатить много микрозаймов,как выплатить много микрозаймов,как выплатить много микрозаймов,1,1,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,informational,,,,separate,"microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как закрыть займы если нет денег в нескольких мфо с просрочками,как закрыть займы если нет денег в нескольких мфо с просрочками,как закрыть займы если нет денег в нескольких мфо с просрочками,1,1,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,informational,,,,separate,"badCredit;instant;mfo;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как избавится от займов,как избавится от займов,как избавится от займов,1,1,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,informational,,,,separate,loan,Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как избавится от микрозаймов,как избавится от микрозаймов,как избавится от микрозаймов,1,1,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,informational,,,,separate,"microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как можно договориться с мфо,как можно договориться с мфо,как можно договориться с мфо,1,1,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,informational,,,,separate,mfo,Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как посмотреть активные микрозаймы,как посмотреть активные микрозаймы,как посмотреть активные микрозаймы,1,1,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,informational,,,,separate,"microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как посмотреть где я должен займы,как посмотреть где я должен займы,как посмотреть где я должен займы,1,1,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,informational,,,,separate,loan,Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как правильно избавиться от займов,как правильно избавиться от займов,как правильно избавиться от займов,1,1,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,informational,,,,separate,loan,Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как узнать какие займы на меня оформлены бесплатно,как узнать какие займы на меня оформлены бесплатно,как узнать какие займы на меня оформлены бесплатно,1,1,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,informational,,,,separate,"noInterest;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
микрозайм партнерская программа,микрозайм партнерская программа,микрозайм партнерская программа,1,1,LOW,LOW,microcredit,microcredit:AdditionalQueries,informational,,,,separate,"microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
помощь с микрозаймами закрыть,помощь с микрозаймами закрыть,помощь с микрозаймами закрыть,1,1,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,informational,,,,separate,"microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
приходят сообщения от займов как избавиться,приходят сообщения от займов как избавиться,приходят сообщения от займов как избавиться,1,1,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,informational,,,,separate,loan,Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
что будет если не платить за микрозаймы,что будет если не платить за микрозаймы,что будет если не платить за микрозаймы,1,1,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,informational,,,,separate,"microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
что делать если много просроченных займов,что делать если много просроченных займов,что делать если много просроченных займов,1,1,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,informational,,,,separate,"badCredit;instant;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
деньги в долг взять займ online,деньги в долг взять займ online,деньги в долг взять займ online,1,0,NO_DATA,NO_DATA,microzaim,microzaim:AdditionalQueries,informational,,,,separate,"online;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как мошенники оформляют микрозаймы онлайн,как мошенники оформляют микрозаймы онлайн,как мошенники оформляют микрозаймы онлайн,1,0,NO_DATA,NO_DATA,microcredit,microcredit:AdditionalQueries,informational,,,,separate,"online;microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как открыть займ денег,как открыть займ денег,как открыть займ денег,1,0,NO_DATA,NO_DATA,microzaim,microzaim:AdditionalQueries,informational,,,,separate,loan,Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как правильно закрыть микрозаймы,как правильно закрыть микрозаймы,как правильно закрыть микрозаймы,1,0,NO_DATA,NO_DATA,microzaim,microzaim:AdditionalQueries,informational,,,,separate,"microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
как списать проценты по микрозаймам,как списать проценты по микрозаймам,как списать проценты по микрозаймам,1,0,NO_DATA,NO_DATA,microcredit,microcredit:AdditionalQueries,informational,,,,separate,"microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
мфо как проверить долги по кредитам по фамилии,мфо как проверить долги по кредитам по фамилии,мфо как проверить долги по кредитам по фамилии,1,0,NO_DATA,NO_DATA,microcredit,microcredit:AdditionalQueries,informational,,,,separate,mfo,Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
не могу платить микрозаймы что делать совет,не могу платить микрозаймы что делать совет,не могу платить микрозаймы что делать совет,1,0,NO_DATA,NO_DATA,microzaim,microzaim:AdditionalQueries,informational,,,,separate,"microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
что делать если не можешь закрыть займы,что делать если не можешь закрыть займы,что делать если не можешь закрыть займы,1,0,NO_DATA,NO_DATA,"microcredit;microzaim","microcredit:AdditionalQueries;microzaim:AdditionalQueries",informational,,,,separate,loan,Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
что нужно для микрозаймов онлайн,что нужно для микрозаймов онлайн,что нужно для микрозаймов онлайн,1,0,NO_DATA,NO_DATA,microcredit,microcredit:AdditionalQueries,informational,,,,separate,"online;microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
